name,price,availability,warning,tax
Let's Pretend This Never Happened: A Mostly True Memoir,£45.11,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,£42.38,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",£28.85,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Fun Home: A Family Tragicomic,£56.59,In stock (6 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Golden (Heart of Dread #3),£42.21,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Cinder (The Lunar Chronicles #1),£26.09,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Boy Meets Boy,£21.12,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Annie on My Mind,£36.83,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
New Moon (Twilight #2),£12.86,In stock (2 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Girl Online On Tour (Girl Online #2),£53.47,In stock (2 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",£57.83,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Raven King (The Raven Cycle #4),£30.57,In stock (5 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Find Her (Detective D.D. Warren #8),£22.37,In stock (5 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Musicophilia: Tales of Music and the Brain,£46.58,In stock (6 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,£30.60,In stock (6 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The God Delusion,£46.85,In stock (6 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Golden Compass (His Dark Materials #1),£18.77,In stock (6 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Spilled Milk: Based on a True Story,£49.51,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",£41.67,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Notes from a Small Island (Notes From a Small Island #1),£40.17,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Outliers: The Story of Success,£14.16,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Night (The Night Trilogy #1),£13.51,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Hobbit (Middle-Earth Universe),£17.80,In stock (6 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Two Boys Kissing,£32.74,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The New Guy (and Other Senior Year Distractions),£44.92,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"The Land of 10,000 Madonnas",£29.64,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Stiff: The Curious Lives of Human Cadavers,£36.74,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Scarlet (The Lunar Chronicles #2),£14.57,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Legend (Legend #1),£43.69,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Lady Renegades (Rebel Belle #3),£53.04,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Joy of Cooking,£43.27,In stock (6 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Makings of a Fatherless Child,£31.58,In stock (6 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Metamorphosis,£28.58,In stock (5 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Grand Design,£13.76,In stock (5 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Fault in Our Stars,£47.22,In stock (5 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Secret Garden,£15.08,In stock (5 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Iliad,£16.16,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Communist Manifesto,£14.76,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Lord of the Flies,£24.89,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",£53.51,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Sister Sable (The Mad Queen #1),£13.33,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Mirror & the Maze (The Wrath and the Dawn #1.5),£29.38,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
