Address,Listing Title / Heading,postcode,Rent $ First Listed,Rent $ Per Month/Weak,Date Property Removed,Agency Name,Agent_address,listing_link,Contact Number,Features,Property Description
"Tewit Well Court, 7 Leeds Road, Harrogate, North Yorkshire, HG2 8AW",2 bedroom apartment to rent,HG2,£775 pcm (£179 pw),£775 pcm (£179 pw),Available now,Lentin Smith - Harrogate,"Regent House, 13-15 Albert Street, Harrogate, HG1 1JX",https://www.onthemarket.com/details/8924004/, 0800 047 5550,"['SINGLE GARAGE', 'BIKE STORE', 'NEWLY DECORATED', 'NEW CARPETS', 'VERY CLEAN APARTMENT', 'WALKING DISTANCE TO TOWN CENTRE', 'TWO DEOUBLE BEDROOMS', 'SOUTH SIDE OF HARROGATE', 'FURTHER ON STREET PARKING', 'MODERN FIXTURES AND FITTINGS']","['NewlyrenovatedthroughouttoahighstandardthistwodoublebedroomfirstfloorapartmentoffersluxurylivingontheSouthSideofHarrogate.ThepropertyiswithinaneasywalkingdistancetoHarrogatetowncentrewithalltheexcellenttransportlinks,restaurants,bars,cafesandshoppingithastooffer.Thepropertycomeswithfullsizedgaragesuitableforparkingplusadditionalbikestorageandlotsofstoragespaceinside.Entryphoneintercomsystemandwellmaintainedcommunalareasandgardens.',""Uponenteringtheapartmentthere'saspacioushallwaybenefitingfromtwostoragecupboards."",'Goodsizedkitchenwithmodernunitsandlaminateworktops.Kitchenappliancesincluding;newelectricovenandgashobandnewextractorfan.Spaceforfridgefreezerandwashingmachine.','IncrediblyspaciousLivingRoomwithlargefloortoceilingwindowstotwosides.Thislargeroomwouldbesuitableforaliving/diningarrangement.Ithasnewlyfittedcarpetsandinlovelydecorativeorder.','Twodoublebedrooms,againinexcellentdecorativeorderwithnewcarpets.','Bathroomsuitecomprisingof:bath,separateshowerandWC.','Singlegarageincludedinthetenancy.EconomicalLOT20electricheatersanddoubleglazing.','PricingInformation','ThispropertyismarketedbyLentinSmithLetting&PropertyManagement(LentinSmith).(...)hascalculatedthepriceperweekforcomparisonpurposesonly.','Themethodweuseforcalculatingtheweeklypriceis:(monthlypricex12)/52,roundedtothenearestpound.','Lettingfeesinformation','Feesmayapply','LentinSmithisamemberofTheDepositProtectionService(DPS)','TheDepositProtectionService','ThePavilions','BridgwaterRoad','Bristol','BS996AA','Redress:PropertyOmbudsmanD8873','LentinSmithispartofCMProtectLimitedClientMoneyProtectionSchemeMembershipNumberCMP005757','PERMITTEDPAYMENTS','Wemaychargeatenantanyorallofthefollowingwhenrequired:','*Therent','*Asecuritydepositofamaximumof5weeksrent,or6weeksonapropertywithrentover£50,000peryear;','*Aholdingdepositofnomorethanoneweeks´rent;','*Interestforlatepaymentofrentequatingto3%aboveTheBankofEnglandBaseRate;','*Reasonablechargesforlostkeysorsecurityfobs;','*Paymentsassociatedwithcontractvariation,at£50orreasonablecostsincurredifhigher,whenrequestedbythetenant;','*Paymentsassociatedwithearlyterminationofthetenancy,whenrequestedbythetenant;and','*Paymentsinrespectofbills-utilities,communicationservices,TVlicence,counciltaxandgreendealorotherenergyefficiencycharges.','Feesapplyingtoallpre-existingtenanciesenteredbefore1stJune2019','Weshallcontinuetoapplythechargeswithintheexistingtenancyagreementuntil31stMay2020.']"
"5 St Georges Road, Harrogate, North Yorkshire, HG2 9BP",1 bedroom flat to rent,HG2,£725 pcm (£167 pw),£725 pcm (£167 pw),Availability date: 4 Sep 2020,Lentin Smith - Harrogate,"Regent House, 13-15 Albert Street, Harrogate, HG1 1JX",https://www.onthemarket.com/details/4070597/, 0800 047 5550,"['Double Glazing', 'Gas Central Heating', 'Favoured South Side', 'Recently Refurbished to High Standard', 'Ground Floor', 'Integrated Appliances', 'Walking Distance to The Stray', 'Excellent Location']","['ThisonebedroomduplexgroundfloorapartmentoffersstylishlivingoffLeedsRoadonthefavouredSouthsideofHarrogate.Setovertwofloors,thispropertybenefitsfromgascentralheatingandhighqualityfixturesandfittingswithmodernkitchenappliances,fullyintegratedfridge/freezer,dishwasherandwashingmachine.Thespaciousloungefeaturesaperiodfireplacewhilethecontemporarybathroomboastsunderfloorheating,thebedroomdownstairsonthebasementlevel.StGeorgesRoadisineasywalkingdistanceofHarrogatetowncentreandlocalamenities.','PricingInformation','ThispropertyismarketedbyLentinSmithLetting&PropertyManagement(LentinSmith).(...)hascalculatedthepriceperweekforcomparisonpurposesonly.','Themethodweuseforcalculatingtheweeklypriceis:(monthlypricex12)/52,roundedtothenearestpound.','Lettingfeesinformation','Feesmayapply','LentinSmithisamemberofTheDepositProtectionService(DPS)','TheDepositProtectionService','ThePavilions','BridgwaterRoad','Bristol','BS996AA','Redress:PropertyOmbudsmanD8873','LentinSmithispartofCMProtectLimitedClientMoneyProtectionScheme','PERMITTEDPAYMENTS','Wemaychargeatenantanyorallofthefollowingwhenrequired:','*Therent','*Asecuritydepositofamaximumof5weeksrent,or6weeksonapropertywithrentover£50,000peryear;','*Aholdingdepositofnomorethanoneweeks´rent;','*Interestforlatepaymentofrentequatingto3%aboveTheBankofEnglandBaseRate;','*Reasonablechargesforlostkeysorsecurityfobs;','*Paymentsassociatedwithcontractvariation,at£50orreasonablecostsincurredifhigher,whenrequestedbythetenant;','*Paymentsassociatedwithearlyterminationofthetenancy,whenrequestedbythetenant;and','*Paymentsinrespectofbills-utilities,communicationservices,TVlicence,counciltaxandgreendealorotherenergyefficiencycharges.','Feesapplyingtoallpre-existingtenanciesenteredbefore1stJune2019','Weshallcontinuetoapplythechargeswithintheexistingtenancyagreementuntil31stMay2020.','PricingInformation','ThispropertyismarketedbyLentinSmithLetting&PropertyManagement(LentinSmith).(...)hascalculatedthepriceperweekforcomparisonpurposesonly.','Themethodweuseforcalculatingtheweeklypriceis:(monthlypricex12)/52,roundedtothenearestpound.','Lettingfeesinformation','Feesmayapply','LentinSmithisamemberofTheDepositProtectionService(DPS)','TheDepositProtectionService','ThePavilions','BridgwaterRoad','Bristol','BS996AA','Redress:PropertyOmbudsmanD8873','LentinSmithispartofCMProtectLimitedClientMoneyProtectionScheme','PERMITTEDPAYMENTS','Wemaychargeatenantanyorallofthefollowingwhenrequired:','*Therent','*Asecuritydepositofamaximumof5weeksrent,or6weeksonapropertywithrentover£50,000peryear;','*Aholdingdepositofnomorethanoneweeks´rent;','*Interestforlatepaymentofrentequatingto3%aboveTheBankofEnglandBaseRate;','*Reasonablechargesforlostkeysorsecurityfobs;','*Paymentsassociatedwithcontractvariation,at£50orreasonablecostsincurredifhigher,whenrequestedbythetenant;','*Paymentsassociatedwithearlyterminationofthetenancy,whenrequestedbythetenant;and','*Paymentsinrespectofbills-utilities,communicationservices,TVlicence,counciltaxandgreendealorotherenergyefficiencycharges.','Feesapplyingtoallpre-existingtenanciesenteredbefore1stJune2019','Weshallcontinuetoapplythechargeswithintheexistingtenancyagreementuntil31stMay2020.']"
"Otley Road, Harrogate, HG2 0DJ",3 bedroom apartment to rent,HG2,"£1,950 pcm (£450 pw)","£1,950 pcm (£450 pw)",Available now,Verity Frearson - Harrogate,"26 Albert Street, Harrogate, HG1 1JT",https://www.onthemarket.com/details/2849550/, 01423 578953,[],"['','','*Rentincludeswaterrates*Amodernstylishandspaciousthreebedroomfirstfloorapartmentinthishighlysoughtafterlocationclosetotown,closetolocalamenitiesandoverlookingthefamousHarrogateStray.Thepropertyhasbeenrenovatedtoahighspecificationincludingnewkitchenandbathroom,threedoublebedrooms,gascentralheating,doubleglazingandanoffstreetparkingspace.EPCratingC.\xa0','GROUND','','FLOOR','','\xa0','ENTRANCE','','HALL','','Withstairstofirstfloor.\xa0','FIRST','','FLOOR','','\xa0','HALLWAY','','22\'2""x16\'4""(6.76mx4.98m)','Aspacioushallwayretainingtheoriginalperiodfeatureswithusefulareaidealforstudy/dining.\xa0','KITCHEN','','17\'1""x14\'11""(5.21mx4.55m)','Amodernqualitykitchenfittedwitharangeofredhighglosswallandbaseunitsandincludingintegratedovenandintegratedmicrowave.Featureislandunitwithbuilt-inhob,integratedfridgeandintegrateddishwasher.Withlaminatewoodflooringandpicturewindow.\xa0','UTILITY','','ROOM','','12\'3""x14\'11""(3.73mx4.55m)','Alargeutilityroomfittedwithamodernrangeofhighglosswallandbaseunitsandincludingfreestandingfridgefreezer(gifted),integratedwashingmachineandtumbledryer.\xa0','STUDY','','Ausefulroomwithrangeoffittedwallandbasestorageunits.\xa0','LIVING','','ROOM','','27\'4""x17\'2""(8.33mx5.23m)','AspaciousroomwithfeaturebaywindowofferingviewsoftheStray,featurefireplaceandtwocentralheatingradiators.\xa0','BEDROOM','','2','','13\'1""x11\'8""(3.99mx3.56m)','Adoublebedroomwithbuilt-instorageandradiator.\xa0','BATHROOM','','2','','Fittedwithawhitebathroomsuitecomprisingbath,insetwashhandbasinandlowflushWC.\xa0','BEDROOM','','1','','19\'7""x16\'9""(5.97mx5.11m)','AspaciousdoublebedroomwithwindowsofferingviewsoftheStrayandradiator.\xa0','BEDROOM','','3','','11\'1""x11\'9""(3.38mx3.58m)','Afurtherdoublebedroomwithbuilt-inwardrobesandradiator.\xa0','HOUSE','','SHOWER','','ROOM','','Astylishmodernbathroomwithwalk-inshower,featurewashhandbasinandlowflushWC.Fullytiledinmoderntiling.\xa0','OUTSIDE','','Off-streetparkingspacetotherear.\xa0','TERMS','','1.TobeletonanAssuredShortholdTenancyforaminimumtermofatleast12months.',""2.Nopets,childrenorsharerswithoutlandlord'sconsent."",'3.Eachapplicantisrequiredtocompleteanapplicationformtoapplyforaproperty.AnapplicationisnotdeemedasputforwarduntilALLapplicantshavereturnedafullycompletedformtotheagent.','4.Referenceswillbeobtainedusingacreditreferenceagency.','5.Theholdingdepositistheequivalentof1weeksrentpayabletoreserveaproperty.','6.Theholdingdepositcanberetainedbytheagent/landlordincertaincircumstancesifthetenancydoesnotgoaheadasoutlinedwithinSchedule1,TenantFeesAct2019.','7.TheBond(securitydeposit)istheequivalentof5weeksrentpayableinclearedfundsatthecommencementofthetenancy.','8.Thepropertywillbewithdrawnfromthemarketpendingreferencingandrighttorentchecksassoonasanapplicationisprovisionallyacceptedbythelandlordandaholdingdeposithasbeenpaid.','9.Theholdingdepositwillbeusedaspartofyourfirstmonthsrentpaymentiftheapplicationcomestofruition.','10.Thedeadlineforagreementis15calendardaysfromthedatetheholdingdepositisreceivedbytheagent.','11.Themove-indatemustbenomorethan30daysafterpaymentoftheholdingdeposit.Themoveindatewillbeagreedattheapplicationstage.','12.Beforemovingintoapropertypaymentofthefirstmonthsrentandbondmustbemadeinclearedfunds.','13.Tenantsareresponsibleforanypermittedpaymentsifapplicablethroughoutthetenancy.','14.Pleasenotethatalldimensionsgiveninthesedetailsareapproximateandthatpropertiesareofferedtoletasseen.Prospectivetenantsshouldsatisfythemselvesastothesuitabilityofthepropertyonthisbasisbeforeapplyingforatenancy.','15.VerityFrearsonisamemberofRICs,whichisaclientmoneyprotectionschemeandalsoamemberofThePropertyOmbudsman(TPO)whichisaredressscheme.','16.ThispropertywillbemanagedbyVerityFrearson.\xa0']"
"Royal Baths II, Montpellier Road, Harrogate, HG1 2EG",3 bedroom apartment to rent,HG2,"£1,495 pcm (£345 pw)","£1,495 pcm (£345 pw)",Available now,Verity Frearson - Harrogate,"26 Albert Street, Harrogate, HG1 1JT",https://www.onthemarket.com/details/8165980/, 01423 578953,[],"['','','Amodernstate-of-theartapartmentsituatedintheheartofHarrogate.Thespaciousandexceptionallywell-appointedaccommodationcomprisesthreedoublebedrooms,amagnificentopen-planlivingroomandasuperbfullyfittedkitchen.Thepropertybenefitsfromsecureundergroundparkingforonevehicle.EPCratingC.\xa0','GROUND','','FLOOR','','\xa0','COMMUNAL','','RECEPTION','','HALL','','Withaccesstopassengerlifts.\xa0','PRIVATE','','ENTRANCE','','HALL','','withautomaticlighting.\xa0','OPEN','','PLAN','','LIVING','','ROOM','',""(31'5x17')"",'Withattractivesolidwoodflooring,Frenchdoorstosmallbalconyandslidingglazeddoortokitchen.\xa0','KITCHEN','',""(14'x8'1)"",'Fittedtoahighstandardwithgoodqualitywallandbaseunitswithintegratedappliancesincludingelectricoven,microwave,dishwasher,washingmachineandfridge/freezer.\xa0','MASTER','','BEDROOM','','Aspaciousroomwithrangeoffittedwardrobe.Glazeddoubledoorsleadingtobalcony.Doorleadingto:\xa0','EN-SUITE','','SHOWER','','ROOM','','Fittedwithasuitecomprisingseparateshowercubicle,lowflushWCandwashhandbasin.\xa0','BEDROOM','','2','','Afurtherspaciousdoubleroomwithextensiverangeoffittedwardrobes.Glazeddoubledoorsleadingtoaprivatepatioarea.\xa0','BEDROOM','','3','','Afurtherdoubleroomwithwindowtorearaspect.Glazeddoubledoorsleadingtoaprivatepatioarea\xa0','HOUSE','','BATHROOM','','Fittedwithathreepiecesuitecomprisingofpaneledbathwithshowerover,lowflushWCandwashhandbasin.Heatedceramicfloor.\xa0','OUTSIDE','','RoyalBathsIIstandsinitsowngroundswithwellmaintainedgardenstoallsides.Thesubjectapartmenthasthebenefitofasinglecarparkingspaceinasecureundergroundcarpark.\xa0','COUNCIL','','TAX','','ThispropertyhasbeenplacedincounciltaxbandG.\xa0','','1.TobeletonanAssuredShortholdTenancyforaminimumtermofatleast12months.',""2.Nopets.Nochildrenorsharerswithoutlandlord'sconsent."",'3.Eachapplicantisrequiredtocompleteanapplicationformtoapplyforaproperty.AnapplicationisnotdeemedasputforwarduntilALLapplicantshavereturnedafullycompletedformtotheagent.','4.Referenceswillbeobtainedusingacreditreferenceagency.','5.Theholdingdepositistheequivalentof1weeksrentpayabletoreserveaproperty.','6.Theholdingdepositcanberetainedbytheagent/landlordincertaincircumstancesifthetenancydoesnotgoaheadasoutlinedwithinSchedule1,TenantFeesAct2019.','7.TheBond(securitydeposit)istheequivalentof5weeksrentpayableinclearedfundsatthecommencementofthetenancy.','8.Thepropertywillbewithdrawnfromthemarketpendingreferencingandrighttorentchecksassoonasanapplicationisprovisionallyacceptedbythelandlordandaholdingdeposithasbeenpaid.','9.Theholdingdepositwillbeusedaspartofyourfirstmonthsrentpaymentiftheapplicationcomestofruition.','10.Thedeadlineforagreementis15calendardaysfromthedatetheholdingdepositisreceivedbytheagent.','11.Themove-indatemustbenomorethan30daysafterpaymentoftheholdingdeposit.Themoveindatewillbeagreedattheapplicationstage.','12.Beforemovingintoapropertypaymentofthefirstmonthsrentandbondmustbemadeinclearedfunds.','13.Tenantsareresponsibleforanypermittedpaymentsifapplicablethroughoutthetenancy.','14.Pleasenotethatalldimensionsgiveninthesedetailsareapproximateandthatpropertiesareofferedtoletasseen.Prospectivetenantsshouldsatisfythemselvesastothesuitabilityofthepropertyonthisbasisbeforeapplyingforatenancy.','15.VerityFrearsonisamemberofRICs,whichisaclientmoneyprotectionschemeandalsoamemberofThePropertyOmbudsman(TPO)whichisaredressscheme.','16.ThispropertywillbemanagedbyVerityFrearson.\xa0']"
"Harlow Terrace, Harrogate, North Yorkshire",3 bedroom terraced house to rent,HG2,"£1,300 pcm (£300 pw)","£1,300 pcm (£300 pw)",Availability date: 21 Sep 2020,Myrings Estate Agents - Harrogate,"10 Princes Square, Harrogate, HG1 1LX",https://www.onthemarket.com/details/8990321/, 01423 578942,"['PET CONSIDERED', 'THREE BEDROOMS', 'TWO BATHROOMS', 'ENCLOSED YARD', 'MODERN', 'SOUGHT AFTER LOCATION']","['','Awellpresentedthreebedroom,twobathroommidterracepropertyinthehighlyconvenientlocationofHarlowTerrace,justashortstrollfromtheColdBathRoadamenities',""Theaccommodationisneutrallydecoratedandbrieflycomprises:-Entrancehall,livingroomwithbaywindow,diningroomwithwoodenfloorsandmodernkitchenwithfridgeanddishwasher.Thepropertyalsobenefitsfromhavingacellarwithlaundryconnections.Tothefirstfloortherearetwodoublebedroomswithwardrobe'sandahousebathroomwithneutralsuite.ThesecondfloorhousesthemastersuitewithseparatedressingroomandEnsuiteshowerroom."",'Thereisanenclosedcourtyardtotherearandonstreetparkingtothefront.','Directions','-FromthePrinceofWalesroundaboutproceedalongOtleyRoadturningrightatthetrafficlightsintoColdBathRoad.FromColdBathRoadturnleftintoWestCliffeGrovefollowedbyarightontoHarlowTerracewherethepropertycanbefoundontheright.',""Youmaydownload,storeandusethematerialforyourownpersonaluseandresearch.Youmaynotrepublish,retransmit,redistributeorotherwisemakethematerialavailabletoanypartyormakethesameavailableonanywebsite,onlineserviceorbulletinboardofyourownorofanyotherpartyormakethesameavailableinhardcopyorinanyothermediawithoutthewebsiteowner'sexpresspriorwrittenconsent.Thewebsiteowner'scopyrightmustremainonallreproductionsofmaterialtakenfromthiswebsite."",'']"
"Valley Drive, Harrogate, HG2",2 bedroom flat to rent,HG2,£775 pcm (£179 pw),£775 pcm (£179 pw),Availability date: 7 Sep 2020,Belvoir - Harrogate,"3 Princes Square, Harrogate, North Yorkshire, HG1 1ND",https://www.onthemarket.com/details/8996352/, 01423 578239,"['Popular location', 'Modern kitchen with appliances', 'Master bedroom with en-suite', 'Fully tiled stylish bathroom']","['AgoodqualityandmoderntwobedroomsecondfloorapartmentsituatedinapopularlocationwithinwalkingdistanceofColdBathRoadandthetowncentre.','Thepropertyfeatures:-','Entrancehallwithwoodlaminateflooringanddoorvideoentryphone',""Openplanlivingroom14'x12'withwoodlaminateflooring"",'Modernkitchenwithdarkgreyunits/graniteworktops,oven,electrichob,washer/dryer,integrateddishwasherandfridge/freezer','Fullytiledstylishbathroomwithbathandhand-heldshower',""Masterbedroom14'x12'withfullytileden-suiteshowerroom"",""Secondbedroom12'x6'"",'CouncilTaxBandD,EPCTBC','*Nopets*','']"
"Flat 2 8 Hyde Park Road, Harrogate, HG1",1 bedroom flat to rent,HG1,£495 pcm (£114 pw),£495 pcm (£114 pw),Unfurnished,Easy Location - Otley,"49 Boroughgate, Otley, West Yorkshire, LS21 1AG",https://www.onthemarket.com/details/8119924/, 01943 613918,[],"['Flat2,8HydeParkRoad,HarrogateHG15NR','*1Bed,Self-containedunfurnishedflatwithinwalkingdistanceofHarrogatetowncentre.','*EntranceHall','*Kitchen(Cookerprovided)','*Lounge','*Bathroom-Withshower,WC&washbasin','*BedroomX1','*Neutrallydecoratedthroughout','*RentÂ£495.00pcm','*DepositÂ£571(5weeks)whichisheldwithaDepositProtectionService','*Minimum6monthslet','*EPC-C','*TheLandlorddoesnotacceptpets']"
"Bower Road, Harrogate, HG1 1BE",1 bedroom flat to rent,HG1,£600 pcm (£138 pw),£600 pcm (£138 pw),Availability date: 8 Oct 2020,Hunters - Harrogate,"Regent House,  13-15 Albert Street, Harrogate, HG1 1JX",https://www.onthemarket.com/details/6220526/, 01423 594157,"['ONE DOUBLE BEDROOM APPARTMENT', 'PRIVATE PARKING SPACE', 'VIRTUAL VIEWING AVAILABLE UPON REQUEST', 'HARROGATE TOWN CENTRE', 'AVAILABLE DEPOSIT FREE', 'UNFURNISHED WITH WHITE GOODS INCLUDED', 'AVAILABLE EARLY OCTOBER', 'EPC RATING - C']","['AonebedroomgroundfloorapartmentwithaprivateparkingspacelocatedinthecentreofHarrogatewithinafewminuteswalkofthebusstation,trainstation,supermarketandmanyamenitiesthatHarrogatetowncentrehastooffer!','Theaccommodation,whichiswellpresentedthroughout,brieflycomprises;entrancehall,lounge,kitchen,onedoublebedroomandwhitesuitebathroom.Theflathasjusthadbrandnewcarpetsfittedandprovidesexcellentlivingaccommodation.','Theapartmenthasaninternalhallwayleadingtothelivingroomwhichbenefitsfromalargebaywindow.Kitchenwithappliancestoinclude:-doubleoven,hob,washingmachine,fridgefreezer.Housebathroomwithwhitethreepiecesuiteconsistingofbathtub,showerover,washbasinandW.C.Doublebedroomtotherearoftheproperty.','Thepropertyisdoubleglazedandhasgascentralheating.Unfurnished.Off-streetparkingtotherear.CouncilTaxBand-A.AVAILABLEEARLYOCTOBER!','*ADepositAlternativemeansinsteadofpayingatraditionalfiveweekssecuritydeposit(orsixweekswheretheannualrentexceeds£50,000),youpayafeeofoneweek’srent+VATtobecomeamemberofadepositfreerentingschemewhichcansignificantlyreducetheup-frontcosts.Thisfeeisnon-refundableandisnotaDeposit.AnyoutstandingcostsordamageswillbepayablebytheTenant(s)attheendofthetenancy.*']"
"Westmoreland St, Harrogate",1 bedroom flat to rent,HG1,£475 pcm (£110 pw),£475 pcm (£110 pw),Available now,Adair Paxton - Leeds,"60 Wellington Street, Leeds, LS1 2EE",https://www.onthemarket.com/details/8864647/, 0113 427 9268,"['First Floor Apartment', 'One Double Bedroom', 'Popular Location', 'Close To Town Centre', 'Unfurnished', 'Available Now']","['*FIRSTFLOORONEBEDROOMAPARTMENT*SituatedinapopularresidentialareaclosetoalltheamenitiesofHarrogatetowncentre.Thepropertyhasnewdecorthroughoutandelectricstorageheaters.Brieflycomprising;hall,lounge,kitchenwithwhitegoods,doublebedroomandbathroomwithshoweroverthebath.Bond£540.AvailableNow.','AdditionalInformation','-Pleasenote,aholdingfeeequivalentto1weekrentalwillbepayableuponapplicationandwillformpartofthefirstmonthrent.','']"
"Parliament Street, Harrogate",1 bedroom flat to rent,HG1,£695 pcm (£160 pw),£695 pcm (£160 pw),Available now,Nicholls Tyreman - Harrogate,"9 Albert Street, Harrogate, HG1 1JX",https://www.onthemarket.com/details/9104580/, 01423 578945,"['Town centre location', 'Stunning fifth floor apartment', 'Stylish fixtures and fittings', 'Far reaching views']","['Thisapartmentformspartofaprestigiousdevelopment,originallydesignedbyConran&Partnersandfeaturingtheverybestofstylishfixturesandfittings.','ThepropertyisapproachedviaParliamentStreetintoanentrancefoyerwithstaircaseandglazedliftwithsuperbviewstothefifthfloor.Theaccommodationitselfcomprises:Entrancehallwithwoodstripflooring,openplanlivingkitchenenjoyingsuperbviewsandhavingqualitykitchenunitswithgraniteworksurfaces,ceramichobwithextractoroverandoven,doublebedroomandbathroomwithTravertinetowallsandfloorandqualitysuite.','Thisisafantasticposition,setinthetowncentreandbecauseyouarefivefloorsupyouareawayfromthenormalhustleandbustle.','Astunningfifthfloorapartmentsituatedintheheartofthetown','GroundFloor','-','CommunalEntranceFoyer','-withstaircaseandlifttofifthfloor','FifthFloor','-','Apartment12','-','EntranceHall','-','OpenPlanLivingKitchen','-6.93mx3.63m(22\'9""x11\'11"")-','LivingArea','-4.52mx3.56m(14\'10""x11\'8"")-','KitchenArea','-2.90mx2.39m(9\'6""x7\'10"")-','Bedroom','-3.45mx3.18m(11\'4""x10\'5"")-','Bathroom','-','Directions-Hg12Bu','-DIRECTIONS-HG12BU','FromHarrogatetakeWestParkwhich,inturn,becomesParliamentStreet,wherethepropertyissituatedonthelefthandside.','COUNCILTAX','ThepropertyhasbeenplacedinbandD.','TermsOfTenancy','-Thepropertyisofferedonanassuredshortholdtenancyagreementforsixmonths.','Areturnablebondof£800isrequiredtobeheldforthedurationofthetenancy.','Therentisexclusiveofservices.','Nosmokers,nopets.','CouncilTaxBandC-£1,731.42','Available24thAugust2020','']"
